"Story","Title","Result","Date","Stability","Duration (s)"
"Search by keyword","Searching for 'green'","SUCCESS","2023-07-20T05:46:16.334715886Z[Etc/UTC]","0.0","3.7"
"Search by keyword","Searching for 'red'","SUCCESS","2023-07-20T05:46:16.344989987Z[Etc/UTC]","0.0","4.27"
